num_stocks,max_stock_weight,top3_concentration,total_weight_drift,portfolio_return,portfolio_volatility,sector_concentration,days_since_last_rebalance,market_return_30d,market_volatility_30d,market_drawdown_90d,market_trend,rebalancing_label
10,0.236761,0.49483,0.398905,0.014387,0.002533,0.236761,83,-0.002859,0.007753,-0.054736,1,0
7,0.460085,0.791154,0.773347,-0.096056,0.001013,0.460085,14,-0.097772,0.011919,-0.111051,0,0
17,0.067309,0.197917,0.069599,0.173242,0.006515,0.235394,127,0.01502,0.006603,-0.020904,1,1
8,0.336154,0.74222,0.786693,-0.005968,0.001157,0.35839,91,-0.020842,0.006977,-0.040671,1,1
3,0.42439,1.0,0.270113,-0.081144,0.003185,0.57561,126,0.009637,0.006039,-0.016762,1,1
7,0.541465,0.800289,0.840359,0.146402,0.006539,0.63973,209,0.02429,0.007753,-0.028524,1,0
4,0.394252,0.843,0.305594,-0.022025,0.000379,1.0,11,0.099786,0.010215,-0.010223,1,0
13,0.132121,0.351997,0.35307,-0.194643,0.076279,0.211166,112,-0.276587,0.028439,-0.292571,0,0
7,0.825246,0.985158,1.373807,-0.047694,8.9e-05,0.825246,27,-0.019916,0.011978,-0.032645,1,0
5,0.29441,0.739636,0.279273,-0.069406,0.000749,1.0,62,0.008481,0.008745,-0.076945,0,0
3,0.719711,1.0,0.772754,0.035767,0.006932,0.719711,148,0.050439,0.010908,0.0,0,1
14,0.091673,0.254883,0.11062,-0.020759,0.001058,0.290548,27,-0.009977,0.005239,-0.035691,0,0
4,0.374253,0.882405,0.461612,-0.056097,0.000494,1.0,24,-0.014008,0.00691,-0.092193,1,0
4,0.399137,0.893736,0.514879,0.144634,0.001919,1.0,64,0.080718,0.007097,-0.006377,1,1
25,0.092303,0.254352,0.543156,-0.232628,0.062117,0.19179,87,0.026603,0.042189,-0.255349,0,1
7,0.993002,0.997198,1.700289,0.06471,0.000201,0.993002,150,0.037417,0.014512,-0.070645,1,1
19,0.062136,0.183434,0.125381,0.027886,0.000908,0.176885,29,0.048827,0.005573,-0.011723,1,0
6,0.294333,0.733258,0.510098,-0.057998,0.012241,0.588382,223,0.065863,0.006231,-0.009946,1,0
6,0.324604,0.677518,0.365795,0.084032,0.009402,0.516231,210,0.043319,0.005786,-0.017348,1,0
11,0.176836,0.401002,0.29617,-0.026463,0.042608,0.497923,195,-0.041276,0.011829,-0.05306,0,1
5,0.246102,0.687928,0.175856,-0.09761,0.011822,1.0,161,0.059548,0.014688,-0.040398,0,1
9,0.460493,0.82306,0.979453,-0.03927,0.010818,0.497097,85,-0.020056,0.011314,-0.062565,0,0
5,0.979188,0.99578,1.558376,-0.143924,0.001298,0.979188,115,-0.050979,0.016198,-0.080969,0,0
39,0.030978,0.090591,0.063039,0.000448,0.003943,0.165774,73,0.034944,0.006981,-0.060285,1,1
18,0.074955,0.204591,0.110962,-0.014659,0.001499,0.285315,56,-0.005597,0.008179,-0.038286,1,0
15,0.088697,0.248609,0.112967,0.113228,0.003667,0.200263,186,0.032975,0.004738,-0.002282,1,0
14,0.13915,0.309879,0.200663,0.191518,0.009801,0.221703,235,0.018338,0.003985,0.0,1,0
8,0.356581,0.744837,0.739674,-0.050483,0.002878,0.458979,25,-0.077658,0.013257,-0.126237,0,1
3,0.889636,1.0,1.112605,0.064717,0.000937,0.889636,17,0.022284,0.020128,-0.246503,1,1
14,0.090963,0.253895,0.097964,0.107087,0.004454,0.274106,167,-0.015401,0.005475,-0.021611,0,1
4,0.743314,0.995139,0.986628,-0.108168,0.014801,0.743314,71,-0.20452,0.020067,-0.224242,0,1
4,0.387325,0.828816,0.281617,-0.126654,0.010266,1.0,112,-0.032653,0.008503,-0.062131,0,0
3,0.625738,1.0,0.58481,-0.060072,0.013192,0.625738,73,-0.09801,0.012638,-0.115168,0,0
5,0.445699,0.848144,0.519069,0.1552,0.037743,0.445699,228,-0.034622,0.012533,-0.084569,0,0
7,0.759499,0.955555,1.258568,0.081271,0.004734,0.759499,69,0.075766,0.008517,-0.004151,1,1
10,0.152589,0.418576,0.25603,0.060639,0.023727,0.25927,168,0.091253,0.014534,0.0,1,1
6,0.619867,0.892417,1.021366,0.052385,0.004159,0.637905,183,-0.038987,0.007734,-0.057945,0,1
12,0.153544,0.404958,0.369185,0.013855,0.00357,0.257855,193,-0.031064,0.008457,-0.076066,0,0
15,0.081967,0.235857,0.094335,0.032252,0.001294,0.208183,25,0.02477,0.007808,-0.030117,1,0
17,0.078747,0.21666,0.127547,0.044498,0.016443,0.232608,144,0.061356,0.010149,-0.020433,1,1
9,0.379568,0.946395,1.226124,0.00557,0.011773,0.576594,141,-0.009206,0.006367,-0.020316,1,0
38,0.033967,0.09991,0.097312,0.112562,0.021331,0.22217,183,0.088888,0.010399,-0.03293,1,1
17,0.081101,0.227261,0.130483,-0.014296,0.00683,0.359604,137,-0.027531,0.008157,-0.082531,0,0
4,0.70254,0.942752,0.905081,0.058998,0.000889,0.853211,55,0.0576,0.005692,0.0,1,0
17,0.085972,0.224895,0.159922,-0.051317,0.018128,0.246735,204,0.067674,0.0113,-0.003334,1,0
22,0.075983,0.193215,0.171382,0.058063,0.025373,0.196096,199,0.00094,0.009174,-0.018148,1,1
7,0.210115,0.552841,0.288614,-0.002715,0.016472,0.210115,209,0.121931,0.008007,-0.049583,1,1
6,0.461185,0.760169,0.589037,0.042913,0.000114,0.560786,10,0.094764,0.005463,0.0,1,1
42,0.028977,0.084868,0.086648,0.023983,0.009335,0.149782,78,0.034638,0.011543,-0.058129,1,1
13,0.107044,0.30837,0.192209,0.029395,0.006925,0.368531,18,-0.025704,0.013478,-0.084785,0,1
4,0.362751,0.83419,0.225501,0.153172,0.004336,1.0,133,0.042387,0.006422,-0.012308,1,1
4,0.743583,0.9967,0.987166,0.120532,0.01078,0.743583,181,-0.016213,0.012589,-0.089986,0,0
6,0.442516,0.931023,1.057123,0.032406,0.001807,0.542705,87,0.017546,0.006145,-0.013673,1,0
33,0.039612,0.114375,0.10057,0.219946,0.026042,0.195171,211,0.021502,0.010755,-0.020251,1,1
36,0.031621,0.094341,0.070854,-0.041795,0.005362,0.169811,176,-0.021287,0.007988,-0.086739,0,0
36,0.036447,0.106766,0.115048,-0.031521,0.014171,0.197941,148,-0.00178,0.008083,-0.075251,1,1
7,0.461737,0.836449,0.815754,0.028925,0.00187,0.537141,22,0.071973,0.014923,-0.001237,1,0
34,0.039343,0.108653,0.089224,-0.009585,0.008291,0.161063,123,0.058716,0.007944,-0.036889,1,0
10,0.178687,0.40937,0.264442,0.138859,0.004812,0.335413,77,0.065112,0.008381,0.0,1,1
6,0.514402,0.832903,0.759075,0.044475,0.000424,0.514402,25,0.069326,0.005969,-0.008054,1,1
7,0.598721,0.905678,1.058404,-0.017539,0.000553,0.598721,55,0.030242,0.005628,-0.022746,1,1
41,0.029472,0.086532,0.089773,0.106105,0.016753,0.195156,112,0.016762,0.010536,-0.01372,1,1
23,0.061265,0.176612,0.170766,0.045665,0.010796,0.171285,169,-0.006598,0.00869,-0.075348,0,1
5,0.519583,0.932995,0.831724,0.131129,0.00137,0.841618,98,0.0533,0.005448,-0.000907,1,1
14,0.110105,0.311981,0.237588,0.059877,0.001815,0.232538,24,0.027587,0.009378,-0.073412,1,1
6,0.458802,0.934523,0.869047,0.25941,0.005938,0.502767,141,0.03142,0.006988,-0.005675,1,1
41,0.030686,0.089663,0.089367,-0.027623,0.009989,0.19223,112,0.02088,0.010087,-0.061547,1,0
8,0.387559,0.752821,0.755642,0.241565,0.004301,0.451292,210,0.028568,0.008537,-1.2e-05,1,1
5,0.763166,0.977386,1.126332,-0.061882,0.011466,0.763166,178,-0.02559,0.008125,-0.085252,0,0
9,0.59957,0.807009,0.976918,-0.148067,0.010228,0.63008,81,-0.033829,0.010521,-0.078871,0,0
12,0.107873,0.300424,0.118662,0.050049,0.002663,0.321893,28,0.06842,0.008069,0.0,1,1
7,0.230338,0.527145,0.202724,-0.013083,0.000995,1.0,50,0.028356,0.005905,-0.003461,1,0
9,0.147663,0.411739,0.158104,0.027993,0.000851,0.45423,31,-0.011409,0.006373,-0.011409,1,1
7,0.265717,0.609611,0.362079,-0.073315,0.006017,0.307575,102,0.017987,0.007455,-0.074158,0,0
11,0.116914,0.341871,0.201681,0.08578,0.005815,0.315289,182,0.017284,0.006578,-0.019025,1,1
8,0.190396,0.517382,0.301172,-0.005297,0.000469,0.286338,29,0.013738,0.005289,-0.007999,1,1
7,0.404258,0.850549,0.934005,0.170752,0.004668,0.445833,118,0.019318,0.00755,-0.040716,1,1
44,0.028446,0.080726,0.071478,0.090797,0.008852,0.18008,168,0.072322,0.005156,0.0,1,1
15,0.087035,0.244518,0.126173,0.197993,0.007166,0.191821,150,0.042555,0.005801,0.0,1,1
11,0.147455,0.354877,0.172016,-0.00303,0.000558,0.398362,14,-0.025195,0.00847,-0.036029,1,1
8,0.167284,0.477993,0.240066,0.09967,0.024504,0.344164,74,0.112806,0.015877,-0.004333,1,0
12,0.100919,0.299484,0.120051,0.01274,0.003811,0.229483,172,0.064994,0.006264,-0.009125,1,0
15,0.132706,0.309527,0.280331,-0.047886,0.009984,0.261224,190,-0.014008,0.00691,-0.092193,1,1
38,0.03643,0.098973,0.085138,-0.045827,0.009679,0.208097,87,0.023157,0.008792,-0.074622,1,0
8,0.226968,0.576982,0.452765,-0.006181,0.008685,0.417641,78,0.061585,0.009443,-0.011977,1,1
7,0.452741,0.858485,0.866028,-0.184732,0.037157,0.53107,197,-0.07852,0.015407,-0.088174,0,1
33,0.035679,0.101734,0.057335,0.055256,0.001859,0.173528,50,0.049802,0.00584,0.0,1,0
4,0.307885,0.83781,0.178371,-0.08722,0.002078,1.0,41,-0.024184,0.007987,-0.067918,1,0
3,0.572513,1.0,0.47836,0.044802,4.6e-05,0.841881,27,0.043068,0.004617,0.0,1,1
18,0.069513,0.204539,0.139784,0.0385,0.006054,0.239257,52,0.014681,0.008843,-0.083869,1,0
16,0.083186,0.243249,0.1672,0.105344,0.015454,0.255074,85,0.014296,0.010755,-0.020786,1,1
13,0.179433,0.362791,0.277508,0.393958,0.01646,0.230532,108,0.07489,0.011058,-0.032594,1,1
7,0.902018,0.987149,1.518323,0.228366,0.003528,0.902517,109,0.04466,0.015682,-0.025831,1,0
4,0.85816,0.975795,1.21632,0.402326,0.00528,0.85816,197,0.005887,0.012636,-0.032097,0,1
19,0.073677,0.204912,0.133896,-0.018509,0.006194,0.243632,130,0.074781,0.005372,0.0,1,0
4,0.694853,0.927139,0.889707,0.033942,0.000494,0.694853,10,0.006101,0.005877,-0.045093,1,1
8,0.247129,0.554448,0.358896,0.144898,0.052633,0.41904,238,0.103877,0.013051,-0.000456,1,1
4,0.444411,0.941591,0.522558,0.418043,0.031251,1.0,151,0.099391,0.012962,0.0,1,1
15,0.112369,0.314856,0.319011,0.069738,0.006671,0.306927,195,0.024039,0.005705,-0.016606,1,1
12,0.120397,0.359289,0.287894,-0.086923,0.036403,0.327277,181,-0.069022,0.012277,-0.111907,0,0
9,0.34056,0.666519,0.684287,0.129123,0.003038,0.34056,139,0.047811,0.006737,-0.014402,1,1
7,0.55654,0.80905,0.828096,0.134633,0.000872,0.580549,151,0.03248,0.005485,-0.010543,1,1
4,0.463671,0.953682,0.797033,0.086243,0.001267,0.463671,188,0.078741,0.00549,-0.006106,1,1
6,0.36953,0.866379,0.732758,0.157747,0.015395,0.36953,125,0.012117,0.008705,-0.020248,1,0
3,0.583808,1.0,0.50095,0.076918,0.00856,0.583808,161,0.059548,0.014688,-0.040398,0,1
35,0.03516,0.100403,0.061055,0.084792,0.007047,0.181116,161,-0.013303,0.007449,-0.036442,0,0
9,0.166054,0.435217,0.207162,0.33193,0.019254,0.214782,210,0.088026,0.006583,-0.008619,1,0
34,0.034458,0.101,0.065379,0.076599,0.005898,0.226175,178,-0.009599,0.005386,-0.033485,1,0
4,0.460187,0.937137,0.454571,-0.047561,0.120158,0.670039,188,-0.166983,0.046493,-0.259491,0,0
15,0.077226,0.225735,0.095729,-0.003472,0.000188,0.187865,10,-0.006861,0.005023,-0.018343,1,0
11,0.140961,0.359198,0.219741,-0.114184,0.002264,0.283393,101,-0.047232,0.007791,-0.110781,0,1
19,0.074485,0.209863,0.175854,0.004212,0.019294,0.293705,183,0.057315,0.013184,-0.029969,1,0
7,0.266715,0.658197,0.513607,0.189791,0.003592,0.266715,71,0.074451,0.013046,-0.018051,1,1
15,0.097872,0.267166,0.225429,0.156101,0.01327,0.180496,202,-0.017515,0.008883,-0.047281,1,1
14,0.168565,0.458943,0.630566,0.297519,0.227936,0.245349,136,-0.325929,0.041458,-0.346093,0,1
5,0.306894,0.796732,0.393463,0.081274,0.002733,1.0,164,0.019696,0.006516,-0.027519,1,0
16,0.07731,0.22745,0.147426,0.115476,0.005104,0.207661,94,0.00926,0.011427,-0.019802,1,1
12,0.12947,0.329543,0.190878,0.030142,0.000793,0.303494,27,0.021093,0.006856,-0.02066,1,1
5,0.295969,0.735226,0.287377,0.002743,0.002913,0.401755,181,0.059746,0.006138,-0.005148,1,1
6,0.755885,0.914024,1.178437,0.002095,0.033007,0.755885,125,-0.028036,0.016282,-0.091634,0,1
12,0.1475,0.341223,0.229368,-0.002021,0.004836,0.251247,74,-0.002091,0.0085,-0.032755,0,0
6,0.426079,0.82799,0.724115,-0.073658,0.016495,0.55705,57,-0.062331,0.015776,-0.079296,0,1
5,0.426835,0.805632,0.459627,0.087529,0.001504,1.0,32,0.065446,0.008867,0.0,1,1
5,0.497942,0.960807,0.892962,0.057468,0.005187,0.497942,137,0.078423,0.013689,-0.008592,1,1
15,0.07823,0.230631,0.111116,-0.023724,0.005649,0.207657,98,-0.026081,0.009227,-0.072708,0,0
7,0.364392,0.782301,0.756723,4e-06,0.000989,0.398941,13,0.030641,0.005662,-0.017583,1,0
6,0.275847,0.621493,0.252828,0.033034,0.001431,0.39457,71,0.041702,0.00478,0.0,1,0
12,0.120257,0.354524,0.29064,0.033531,0.000765,0.336274,18,0.063754,0.004931,-0.004941,1,1
14,0.09475,0.263934,0.178394,0.378693,0.036949,0.229284,232,0.128317,0.009387,-0.004577,1,1
12,0.119858,0.320995,0.211852,0.071806,0.017443,0.263778,181,0.002781,0.007057,-0.030732,1,1
14,0.117868,0.322118,0.243161,0.083552,0.00325,0.236619,98,0.105492,0.00623,-0.000713,1,0
5,0.353844,0.724053,0.307688,0.10724,0.006134,1.0,210,0.038159,0.007383,0.0,1,0
4,0.569143,0.940708,0.7353,0.087272,0.002855,0.569143,97,0.078423,0.013689,-0.008592,1,1
14,0.12757,0.349372,0.324879,-0.006691,0.000528,0.323768,28,0.01132,0.005097,-0.032864,1,0
24,0.055729,0.158189,0.126158,0.068024,0.003408,0.297199,41,0.081861,0.006148,-0.002914,1,1
15,0.097349,0.265067,0.224649,0.053416,0.017436,0.244148,118,-0.012454,0.011743,-0.107995,1,0
16,0.084502,0.228647,0.1131,0.152291,0.004625,0.244759,126,0.053975,0.005762,-0.010799,1,1
4,0.404407,0.883377,0.456503,-0.026058,0.008326,1.0,106,0.018598,0.007959,-0.01441,1,1
30,0.039906,0.118302,0.084051,-0.089324,0.006751,0.173523,111,-0.018426,0.008812,-0.093935,1,0
5,0.346932,0.816696,0.525908,0.04081,0.004027,1.0,109,0.020738,0.007374,-0.046685,0,1
6,0.397743,0.779775,0.593574,0.008116,0.00359,1.0,67,0.069117,0.012052,0.0,1,1
16,0.09439,0.248748,0.166701,0.142464,0.052553,0.254932,186,0.076827,0.013133,-0.004654,1,1
5,0.396387,0.845334,0.490668,0.051163,0.002961,1.0,193,0.038704,0.008017,-0.075811,0,1
9,0.300256,0.715426,0.782612,0.004179,0.016957,0.38551,111,-0.005415,0.015476,-0.092318,0,1
19,0.068786,0.201413,0.136088,-0.007298,0.004167,0.221252,80,-0.035807,0.010233,-0.066496,0,1
7,0.632936,0.943813,1.247237,0.187514,0.011592,0.632936,207,0.009698,0.004546,-0.015938,1,0
9,0.170999,0.455619,0.244571,0.043722,0.003476,0.409176,43,0.031886,0.009509,0.0,1,1
8,0.218323,0.541845,0.33369,-0.01295,0.002899,0.283071,50,-0.012256,0.007948,-0.054851,1,1
8,0.411769,0.763796,0.777593,0.02383,0.004184,0.585322,223,0.039035,0.008109,-0.019636,1,0
8,0.669085,0.912533,1.19744,-0.057324,0.0011,0.669085,8,0.087661,0.013387,-0.004287,1,0
5,0.304038,0.731846,0.263691,0.230501,0.018213,1.0,175,0.011955,0.011376,-0.039571,0,0
4,0.328227,0.868274,0.301442,-0.162181,0.014949,1.0,91,-0.062223,0.01588,-0.094418,0,1
11,0.12611,0.370707,0.22938,0.025209,0.004931,0.293701,49,0.012341,0.010148,-0.068379,1,1
9,0.128528,0.373326,0.092335,0.017688,0.000101,0.362818,11,-0.022939,0.005391,-0.029677,0,1
16,0.105908,0.273536,0.262221,-0.006229,0.056999,0.315743,41,-0.235749,0.045874,-0.278023,0,0
10,0.178294,0.438323,0.276646,0.146505,0.010494,0.253399,104,0.042103,0.007879,-0.006424,1,0
12,0.126392,0.367277,0.292587,0.016926,0.001979,0.187289,87,-0.037295,0.004398,-0.040629,0,0
19,0.073859,0.207461,0.166962,-0.091375,0.012449,0.322456,153,-0.062228,0.008929,-0.103388,0,1
33,0.03963,0.109903,0.06255,0.069813,0.005943,0.195214,28,0.068578,0.013506,-0.031528,1,1
44,0.028561,0.080531,0.068687,0.045642,0.007063,0.183163,146,-0.020842,0.006977,-0.040671,1,1
18,0.077349,0.206687,0.108203,-0.001236,0.000902,0.165852,13,0.069475,0.006544,-0.003626,1,0
6,0.750169,0.970981,1.167443,0.03426,0.006755,0.750169,141,-0.105683,0.009518,-0.118452,0,1
13,0.100161,0.283072,0.138306,0.068589,0.004854,0.272402,195,0.032905,0.005565,-0.005094,1,0
24,0.056064,0.159534,0.120889,0.133243,0.012275,0.2062,196,0.035021,0.00751,-0.006573,1,1
5,0.456108,0.920754,0.825806,0.023555,0.003025,0.456108,183,0.044052,0.010765,-0.040082,1,0
16,0.075805,0.226064,0.120836,0.130164,0.007985,0.186851,76,0.051132,0.008832,-0.02108,1,1
5,0.3789,0.843289,0.500672,0.003967,0.009989,0.3789,130,-0.095369,0.012733,-0.150347,0,1
6,0.687537,0.862959,1.04174,0.06685,0.015612,0.687537,195,0.029762,0.008614,-0.021558,1,1
12,0.120557,0.325036,0.165856,0.278655,0.01378,0.293671,213,0.075913,0.006302,0.0,1,1
6,0.433347,0.703836,0.53336,0.052725,0.005257,1.0,83,-0.029901,0.00902,-0.038738,1,0
12,0.111917,0.314041,0.166677,0.30254,0.031896,0.202469,218,0.013304,0.007936,-0.023295,1,1
5,0.289212,0.719657,0.305842,0.116751,0.013404,1.0,73,0.024327,0.011693,0.0,1,1
12,0.123937,0.32888,0.194594,-0.119089,0.014866,0.229587,111,0.133323,0.015124,-0.141806,1,0
24,0.059525,0.168529,0.136602,-0.062506,0.014226,0.242771,90,-0.022693,0.009869,-0.103394,0,0
15,0.113642,0.304011,0.264835,0.077144,0.019226,0.287806,140,0.090701,0.011396,-0.025951,1,1
11,0.189684,0.392753,0.257139,-0.012731,0.007802,0.189684,127,-0.033829,0.010521,-0.078871,0,1
12,0.180027,0.479061,0.56276,0.359372,0.258868,0.290917,189,-0.319808,0.040136,-0.330133,0,1
7,0.269894,0.651912,0.446681,0.004033,0.022981,0.365956,57,0.071767,0.009295,0.0,1,0
40,0.033351,0.092764,0.081856,0.229954,0.011404,0.207796,127,0.038977,0.007051,-0.009763,1,1
8,0.193002,0.53508,0.32016,-0.005933,0.000694,0.396577,22,0.037465,0.009103,-0.009963,1,0
9,0.65373,0.799387,1.085238,0.012858,0.001308,0.684994,35,0.035736,0.00686,-0.010618,1,0
9,0.132874,0.397132,0.169989,0.037292,0.013489,0.248742,126,-0.009477,0.011945,-0.081578,0,1
4,0.358979,0.810018,0.217958,0.000528,0.014394,1.0,165,-0.020537,0.01143,-0.100472,1,0
16,0.081462,0.229213,0.123811,-0.016729,0.002466,0.199029,87,0.017987,0.007455,-0.074158,0,1
3,0.500204,1.0,0.587163,0.030401,0.000227,0.500204,97,0.055943,0.009204,-0.039804,1,1
4,0.903751,0.995118,1.307502,0.157751,0.000741,0.903751,115,0.02154,0.005615,-0.007008,1,1
9,0.51244,0.759008,0.883289,0.09728,0.008935,0.51244,196,0.034892,0.009505,-0.036213,1,0
5,0.554196,0.893182,0.714501,0.014788,0.00019,0.572771,7,0.006987,0.00484,-0.002972,1,0
19,0.076295,0.20728,0.132433,-0.002237,0.004523,0.185259,178,0.026157,0.007464,-0.06091,0,0
43,0.028747,0.085404,0.103636,0.063222,0.013966,0.151713,108,-0.010071,0.012155,-0.069861,1,0
14,0.132597,0.324363,0.264888,0.069215,0.007633,0.211791,161,0.012394,0.004947,-0.008725,1,0
4,0.365043,0.91725,0.445436,-0.19459,0.000781,1.0,83,-0.035329,0.007209,-0.09815,0,1
10,0.158971,0.405208,0.227435,-0.09337,0.0225,0.377146,216,0.072314,0.010138,-0.041519,0,0
13,0.131691,0.348902,0.236265,0.094632,0.018381,0.322012,209,-0.011713,0.008621,-0.060353,0,0
4,0.397165,0.854933,0.407467,0.061901,0.002083,1.0,74,0.019696,0.006516,-0.027519,1,1
6,0.657952,0.983901,1.203703,-0.03852,0.005392,0.657952,125,-0.050047,0.010171,-0.078904,1,1
23,0.061655,0.176174,0.165981,0.246595,0.010538,0.310753,209,0.021539,0.006768,-0.014028,1,1
4,0.933732,0.998896,1.367465,0.04335,4.4e-05,0.933732,125,0.019356,0.005349,-0.018861,1,0
7,0.308052,0.838228,0.819314,0.062428,0.021432,0.308052,209,-0.010393,0.008093,-0.03721,0,1
8,0.17389,0.467369,0.184738,0.098889,0.011219,0.420574,162,0.010485,0.008479,-0.018782,1,0
6,0.923716,0.994841,1.514099,0.52325,0.001796,0.958282,203,0.088524,0.009158,-0.000821,1,1
14,0.222712,0.569125,0.848198,0.353075,0.285992,0.569125,123,-0.103027,0.045937,-0.241169,0,1
8,0.198739,0.551554,0.356223,0.032663,0.006348,0.300543,216,0.056383,0.006803,-0.034525,1,0
6,0.433727,0.982217,0.964434,0.033061,0.00216,0.433727,134,-0.005963,0.006753,-0.041106,1,0
3,0.842828,1.0,1.018989,0.153284,0.00343,0.842828,183,0.029387,0.008446,-0.014742,1,1
5,0.360901,0.752242,0.347137,-0.00759,0.003622,0.539574,162,0.067475,0.007153,-0.035369,1,0
24,0.064578,0.160608,0.119087,0.014699,0.006822,0.216908,104,-0.018984,0.011618,-0.063693,0,0
4,0.423615,0.87179,0.34723,0.14825,0.004116,1.0,207,0.073959,0.005271,-0.011758,1,1
4,0.639274,0.913659,0.778548,0.049247,0.00276,0.639274,122,0.022153,0.011222,-0.058064,1,1
8,0.377949,0.766518,0.840112,0.102096,0.002339,0.388568,90,-0.008335,0.006836,-0.033037,1,1
7,0.239668,0.635215,0.413288,-0.114879,0.002271,0.362727,38,-0.084819,0.009632,-0.106138,0,0
22,0.061669,0.178678,0.137468,0.278726,0.018967,0.24412,196,0.083433,0.009148,0.0,1,0
23,0.053871,0.158946,0.111355,0.000563,0.000833,0.182581,20,-0.027531,0.008157,-0.082531,0,0
11,0.165613,0.398186,0.263548,-0.022766,0.001535,0.250377,56,-0.009206,0.006367,-0.020316,1,0
7,0.889237,0.980563,1.49276,0.31329,0.005369,0.889237,106,0.056016,0.007185,0.0,1,1
13,0.140469,0.32745,0.246414,-0.024314,0.005,0.463533,36,0.012847,0.008169,-0.038857,1,0
9,0.323451,0.666676,0.672106,0.060685,0.00472,0.323451,84,-0.013494,0.009608,-0.03133,0,0
13,0.103261,0.302756,0.255986,-0.004356,0.002341,0.221177,50,0.021512,0.007298,-0.016096,1,1
6,0.395997,0.750015,0.618175,0.019257,0.017928,0.475295,200,0.109129,0.007646,-0.039214,1,1
13,0.102048,0.285142,0.121842,0.056827,0.009984,0.202527,176,-0.003995,0.006225,-0.012461,1,0
8,0.170548,0.467642,0.193481,-0.171075,0.019597,0.203019,136,-0.078329,0.013256,-0.12858,0,0
17,0.092004,0.233814,0.154891,0.023371,0.010612,0.339598,176,0.052365,0.005854,-0.000242,1,0
6,0.409402,0.778131,0.66196,0.166271,0.007407,0.409402,217,0.049681,0.0081,-0.010616,1,0
21,0.069095,0.18822,0.160444,0.025202,0.00516,0.247413,36,-0.055221,0.00982,-0.058202,0,0
20,0.071402,0.193796,0.18227,0.050684,0.032203,0.264399,178,0.067241,0.01328,-0.009921,1,0
12,0.127285,0.333353,0.198298,0.024583,0.004292,0.244292,185,-0.021483,0.006724,-0.069169,0,0
21,0.074211,0.217239,0.235293,-0.068265,0.032534,0.216877,216,-0.000647,0.013401,-0.123043,0,1
8,0.623081,0.899567,1.186408,0.106545,0.002974,0.86682,162,0.032606,0.005401,-0.007215,1,1
5,0.795837,0.980468,1.191674,0.215913,0.007453,0.795837,127,0.007716,0.010165,-0.080215,0,1
7,0.532076,0.914693,1.173905,0.082023,0.001338,0.533932,111,0.127671,0.009339,0.0,1,1
13,0.158679,0.356163,0.264692,-0.02963,0.021398,0.332388,200,0.046706,0.011223,-0.007659,1,0
13,0.105931,0.300328,0.216801,0.038486,0.003542,0.234765,28,0.032372,0.010568,0.0,1,1
14,0.101635,0.294782,0.233934,0.047117,0.0048,0.266108,32,0.018742,0.009766,-0.017632,1,1
5,0.342666,0.862564,0.525128,-0.037387,0.010268,1.0,171,-0.067237,0.008398,-0.088642,0,0
8,0.253584,0.523737,0.297474,-0.017795,0.03619,0.359745,195,-0.077269,0.012897,-0.11488,0,0
14,0.105239,0.283179,0.178023,0.017131,0.007522,0.273917,46,-0.009051,0.012538,-0.027412,0,0
35,0.046475,0.132152,0.314969,-0.251893,0.048192,0.175068,104,-0.310209,0.025722,-0.33156,0,0
4,0.378809,0.990819,0.481638,-0.082958,0.018614,0.38799,126,-0.035329,0.007209,-0.09815,0,0
14,0.124632,0.334534,0.29892,0.120619,0.020177,0.342831,227,0.001883,0.008945,-0.06542,0,1
12,0.104736,0.295927,0.143785,0.18696,0.00815,0.189528,80,0.028559,0.008272,-0.010459,1,1
8,0.325761,0.593047,0.436095,0.218658,0.020901,0.521721,160,0.089147,0.010702,0.0,1,0
20,0.06167,0.180065,0.142019,0.05618,0.009385,0.337692,70,0.087042,0.011459,0.0,1,0
9,0.380265,0.718735,0.770802,0.109707,0.00563,0.465457,157,0.029528,0.005693,-0.00168,1,0
5,0.424431,0.858465,0.641112,0.251041,0.01053,1.0,171,0.034838,0.009158,-0.025959,1,0
4,0.557527,0.895283,0.615054,0.015437,0.001854,1.0,76,0.00661,0.006427,-0.020253,0,0
5,0.445259,0.812003,0.548119,0.085207,0.019949,1.0,206,-0.034316,0.007342,-0.094044,0,0
6,0.557515,0.80766,0.781697,0.043178,0.001072,1.0,42,0.023593,0.005785,0.0,1,1
15,0.111146,0.285921,0.241002,0.006148,0.000556,0.183067,14,0.046706,0.0058,0.0,1,0
16,0.076532,0.227156,0.097733,0.204268,0.006434,0.254476,95,0.165382,0.007508,0.0,1,0
7,0.46067,0.765145,0.735054,0.150628,0.00593,0.678882,126,0.094348,0.010578,-0.016833,1,0
7,0.447773,0.845531,0.838931,0.140958,0.005398,0.447773,165,0.000237,0.005182,-0.026785,1,1
6,0.242152,0.626035,0.25207,0.074588,0.003434,1.0,34,0.09388,0.009228,0.0,1,0
12,0.169997,0.3716,0.252609,0.19823,0.003767,0.198508,186,-0.002794,0.008341,-0.041229,1,1
3,0.901222,1.0,1.135776,-0.143464,0.000325,0.901222,132,0.03984,0.010987,-0.102951,1,1
31,0.041063,0.117205,0.090373,0.046722,0.008654,0.203917,228,0.00479,0.00557,-0.031235,1,0
6,0.677303,0.939587,1.021273,0.051537,0.00073,0.707239,31,0.020104,0.014558,-0.034829,0,1
